Id,Name,Description__c,Department__c,Category__c,Sub_Category__c,Type__c,Quantity__c,Unit_Price__c
a00P0000006KZChIAO,Pastry - Butterscotch Baked,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Marketing,ABM,Cat3,TypeB,6,59.02
a00P0000006KZCiIAO,Crab Brie In Phyllo,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Sales,Pre Sales,Cat3,TypeA,2,65.7
a00P0000006KZCjIAO,Beef - Inside Round,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,Development,Coding,Cat1,TypeA,8,22.19
a00P0000006KZCkIAO,Pomegranates,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,Support,Tier 2,Cat2,TypeC,1,36.46
a00P0000006KZClIAO,Bacon Strip Precooked,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,Operations,Human Resources,Cat3,TypeB,4,26.67
a00P0000006KZCmIAO,Sweet Pea Sprouts,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,Marketing,ABM,Cat3,TypeB,5,50.23
a00P0000006KZCnIAO,"Cake Circle, Foil, Scallop",dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,Sales,Sales Engineering,Cat3,TypeA,9,70.37
a00P0000006KZCoIAO,Wine - Cave Springs Dry Riesling,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,Support,Tier 3,Cat3,TypeA,10,27.36
a00P0000006KZCpIAO,Wine - George Duboeuf Rose,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Marketing,ABM,Cat3,TypeA,4,81.34
a00P0000006KZCqIAO,Beef Striploin Aaa,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,Support,Tier 1,Cat1,TypeB,7,43.91
a00P0000006KZCrIAO,"Juice - Orange, 341 Ml",ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,Marketing,ABM,Cat2,TypeA,2,9.55
a00P0000006KZCsIAO,Bacardi Raspberry,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Sales,Pre Sales,Cat3,TypeA,10,60.76
a00P0000006KZCtIAO,"Leeks - Baby, White",non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,Operations,Performance Management,Cat2,TypeA,2,1.98
a00P0000006KZCuIAO,Flower - Leather Leaf Fern,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Operations,Human Resources,Cat2,TypeB,10,92.32
a00P0000006KZCvIAO,Sandwich Wrap,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Sales,Sales Engineering,Cat1,TypeB,7,46.12
a00P0000006KZCwIAO,Godiva White Chocolate,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Development,Quality Assurance,Cat2,TypeC,10,79.54
a00P0000006KZCxIAO,Soup - Cream Of Potato / Leek,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,Marketing,ABM,Cat3,TypeB,7,76.57
a00P0000006KZCyIAO,Crackers - Graham,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,Support,Tier 3,Cat1,TypeA,10,11.74
a00P0000006KZCzIAO,Nori Sea Weed - Gold Label,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Operations,Performance Management,Cat2,TypeC,10,26.05
a00P0000006KZD0IAO,Cheese - Sheep Milk,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,Support,Tier 3,Cat2,TypeC,3,99.46
a00P0000006KZD1IAO,Muffin Chocolate Individual Wrap,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,Development,Coding,Cat1,TypeC,6,93.52
a00P0000006KZD2IAO,"Pasta - Tortellini, Fresh",non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Marketing,ABM,Cat1,TypeB,6,45.58
a00P0000006KZD3IAO,Cheese - Gorgonzola,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,Marketing,ABM,Cat2,TypeB,3,86.45
a00P0000006KZD4IAO,Bread - Triangle White,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,Development,Coding,Cat2,TypeC,10,47.05
a00P0000006KZD5IAO,"Soup - Campbells, Butternut",id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,Operations,Human Resources,Cat2,TypeC,8,12.32
a00P0000006KZD6IAO,Cup - 8oz Coffee Perforated,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Operations,Human Resources,Cat3,TypeA,4,34.79
a00P0000006KZD7IAO,Apples - Sliced / Wedge,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Operations,Human Resources,Cat1,TypeC,2,29.69
a00P0000006KZD8IAO,Beer - Moosehead,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,Development,Quality Assurance,Cat2,TypeC,7,21.01
a00P0000006KZD9IAO,Raisin - Dark,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Marketing,ABM,Cat3,TypeB,10,84.62
a00P0000006KZDAIA4,Kellogs Raisan Bran Bars,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,Development,Quality Assurance,Cat1,TypeC,8,2.95
a00P0000006KZDBIA4,Shortbread - Cookie Crumbs,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,Operations,Human Resources,Cat2,TypeC,9,93.31
a00P0000006KZDCIA4,Rice - Brown,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Sales,Sales Engineering,Cat3,TypeC,5,49.05
a00P0000006KZDDIA4,"Wine - White, Mosel Gold",lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,Marketing,ABM,Cat3,TypeA,2,53.4
a00P0000006KZDEIA4,"Olives - Black, Pitted",in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Support,Tier 2,Cat3,TypeB,10,26.12
a00P0000006KZDFIA4,Oats Large Flake,ac est lacinia nisi venenatis tristique fusce congue diam id,Operations,Performance Management,Cat2,TypeC,9,42.21
a00P0000006KZDGIA4,"Bread - Pita, Mini",ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,Development,Quality Assurance,Cat3,TypeB,3,54.26
a00P0000006KZDHIA4,Wine - Sicilia Igt Nero Avola,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,Development,Quality Assurance,Cat1,TypeB,9,55.52
a00P0000006KZDIIA4,Curry Paste - Green Masala,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Operations,Human Resources,Cat3,TypeA,4,84.58
a00P0000006KZDJIA4,Wine - Trimbach Pinot Blanc,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,Sales,Pre Sales,Cat1,TypeC,1,76.49
a00P0000006KZDKIA4,Cheese - Cheddarsliced,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,Development,Quality Assurance,Cat2,TypeA,2,49.05
a00P0000006KZDLIA4,Cheese - Parmesan Cubes,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,Development,Quality Assurance,Cat1,TypeA,3,31.79
a00P0000006KZDMIA4,Muffin Mix - Banana Nut,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Sales,Sales Engineering,Cat2,TypeC,10,61.45
a00P0000006KZDNIA4,Tart - Lemon,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,Development,Coding,Cat3,TypeA,8,54.57
a00P0000006KZDOIA4,"Tuna - Canned, Flaked, Light",sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Development,Coding,Cat3,TypeB,7,28.65
a00P0000006KZDPIA4,Pork - Suckling Pig,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,Development,Quality Assurance,Cat1,TypeA,7,35.69
a00P0000006KZDQIA4,Chives - Fresh,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,Support,Tier 2,Cat2,TypeB,8,46.54
a00P0000006KZDRIA4,Breakfast Quesadillas,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,Sales,Sales Engineering,Cat3,TypeB,9,76.02
a00P0000006KZDSIA4,"Cheese - Manchego, Spanish",semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,Marketing,ABM,Cat2,TypeB,1,82.42
a00P0000006KZDTIA4,"Nut - Cashews, Whole, Raw",volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,Support,Tier 1,Cat3,TypeB,1,74.96
a00P0000006KZDUIA4,Scallops 60/80 Iqf,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,Sales,Sales Engineering,Cat2,TypeC,10,97.32
a00P0000006KZDVIA4,Pasta - Angel Hair,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,Sales,Pre Sales,Cat1,TypeA,4,98.26
a00P0000006KZDWIA4,"Cake Circle, Paprus",lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Marketing,ABM,Cat2,TypeA,6,36.02
a00P0000006KZDXIA4,Vaccum Bag - 14x20,mi sit amet lobortis sapien sapien non mi integer ac neque duis,Operations,Performance Management,Cat3,TypeA,4,18.35
a00P0000006KZDYIA4,Pears - Anjou,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Development,Quality Assurance,Cat1,TypeA,3,26.89
a00P0000006KZDZIA4,Sprouts - China Rose,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,Operations,Human Resources,Cat1,TypeC,5,11.33
a00P0000006KZDaIAO,Lettuce - Belgian Endive,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Operations,Human Resources,Cat1,TypeB,7,91.94
a00P0000006KZDbIAO,French Pastries,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,Marketing,ABM,Cat2,TypeC,4,36.26
a00P0000006KZDcIAO,Pear - Halves,et ultrices posuere cubilia curae mauris viverra diam vitae quam,Operations,Performance Management,Cat1,TypeB,4,97.17
a00P0000006KZDdIAO,"Tart Shells - Sweet, 4",tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,Operations,Performance Management,Cat3,TypeA,10,18.56
a00P0000006KZDeIAO,Wine - Two Oceans Cabernet,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Support,Tier 1,Cat2,TypeA,7,2.35
a00P0000006KZDfIAO,Pails With Lids,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Sales,Sales Engineering,Cat3,TypeC,7,26.24
a00P0000006KZDgIAO,Bonito Flakes - Toku Katsuo,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,Sales,Sales Engineering,Cat3,TypeC,1,33.31
a00P0000006KZDhIAO,Alize Sunset,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,Marketing,ABM,Cat1,TypeA,9,25.58
a00P0000006KZDiIAO,Crackers - Graham,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,Marketing,ABM,Cat1,TypeB,6,29.86
a00P0000006KZDjIAO,Cake - Miini Cheesecake Cherry,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,Marketing,ABM,Cat2,TypeB,8,52.58
a00P0000006KZDkIAO,Cake - Cheese Cake 9 Inch,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Marketing,ABM,Cat2,TypeB,10,99.07
a00P0000006KZDlIAO,Tomato Paste,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,Operations,Performance Management,Cat1,TypeB,5,88.11
a00P0000006KZDmIAO,Octopus,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,Operations,Human Resources,Cat3,TypeC,10,8.21
a00P0000006KZDnIAO,Herb Du Provence - Primerba,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,Marketing,ABM,Cat1,TypeA,2,23.11
a00P0000006KZDoIAO,Flour - Fast / Rapid,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,Development,Coding,Cat3,TypeC,1,15.64
a00P0000006KZDpIAO,Knife Plastic - White,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,Sales,Pre Sales,Cat3,TypeC,8,9.03
a00P0000006KZDqIAO,Egg Patty Fried,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Operations,Performance Management,Cat3,TypeC,4,31.95
a00P0000006KZDrIAO,Puree - Mocha,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Operations,Performance Management,Cat3,TypeC,2,28.33
a00P0000006KZDsIAO,Chocolate Bar - Oh Henry,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,Marketing,ABM,Cat1,TypeB,4,63.43
a00P0000006KZDtIAO,"Beef - Bones, Cut - Up",dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,Operations,Human Resources,Cat3,TypeB,5,91.9
a00P0000006KZDuIAO,Mushroom - White Button,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,Operations,Performance Management,Cat1,TypeB,10,22.38
a00P0000006KZDvIAO,Squash - Butternut,pede libero quis orci nullam molestie nibh in lectus pellentesque at,Support,Tier 2,Cat3,TypeC,6,67.53
a00P0000006KZDwIAO,"Pasta - Orzo, Dry",phasellus in felis donec semper sapien a libero nam dui proin leo,Support,Tier 3,Cat1,TypeB,6,83.65
a00P0000006KZDxIAO,Veal - Striploin,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,Development,Coding,Cat2,TypeB,7,15.6
a00P0000006KZDyIAO,Trout Rainbow Whole,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,Support,Tier 1,Cat1,TypeB,2,43.76
a00P0000006KZDzIAO,"Beef - Kindney, Whole",fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,Support,Tier 1,Cat1,TypeB,3,97.62
a00P0000006KZE0IAO,Beer - Blue Light,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,Development,Coding,Cat2,TypeA,7,27.36
a00P0000006KZE1IAO,Ice Cream - Chocolate,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,Sales,Sales Engineering,Cat3,TypeA,2,80.23
a00P0000006KZE2IAO,Pastry - Choclate Baked,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,Sales,Sales Engineering,Cat2,TypeC,2,54.16
a00P0000006KZE3IAO,Tea - Earl Grey,proin at turpis a pede posuere nonummy integer non velit,Sales,Pre Sales,Cat2,TypeC,2,71.76
a00P0000006KZE4IAO,Thyme - Dried,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,Marketing,ABM,Cat3,TypeB,7,19.19
a00P0000006KZE5IAO,Clam Nectar,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Marketing,ABM,Cat1,TypeB,2,95.65
a00P0000006KZE6IAO,Sping Loaded Cup Dispenser,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,Sales,Pre Sales,Cat3,TypeA,6,67.37
a00P0000006KZE7IAO,Egg - Salad Premix,in congue etiam justo etiam pretium iaculis justo in hac habitasse,Marketing,ABM,Cat3,TypeB,1,4.98
a00P0000006KZE8IAO,Paper Towel Touchless,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,Operations,Performance Management,Cat1,TypeB,8,96.73
a00P0000006KZE9IAO,Dooleys Toffee,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,Support,Tier 1,Cat3,TypeC,8,36.04
a00P0000006KZEAIA4,Pickerel - Fillets,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,Support,Tier 3,Cat2,TypeB,6,92.85
a00P0000006KZEBIA4,Dc - Sakura Fu,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,Support,Tier 1,Cat1,TypeA,10,63.73
a00P0000006KZECIA4,"Water - Spring Water, 355 Ml",ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,Development,Coding,Cat2,TypeC,3,33.51
a00P0000006KZEDIA4,Salami - Genova,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,Sales,Sales Engineering,Cat3,TypeB,7,76.17
a00P0000006KZEEIA4,"Tarragon - Primerba, Paste",semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,Operations,Human Resources,Cat2,TypeA,3,28.45
a00P0000006KZEFIA4,"Soup - Knorr, Classic Can. Chili",nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,Sales,Sales Engineering,Cat2,TypeA,1,33.22
a00P0000006KZEGIA4,Wine - Piper Heidsieck Brut,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,Support,Tier 2,Cat3,TypeB,6,8.02
a00P0000006KZEHIA4,Syrup - Chocolate,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,Development,Quality Assurance,Cat2,TypeC,3,96.73
a00P0000006KZEIIA4,Muffin Batt - Ban Dream Zero,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,Marketing,ABM,Cat3,TypeB,1,59.71
a00P0000006KZEJIA4,Pepper - Chilli Seeds Mild,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,Marketing,ABM,Cat2,TypeA,4,21.64
a00P0000006KZEKIA4,Salmon Steak - Cohoe 8 Oz,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Development,Quality Assurance,Cat2,TypeA,6,1.74
a00P0000006KZELIA4,Potatoes - Mini White 3 Oz,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,Marketing,ABM,Cat2,TypeC,8,96.78
a00P0000006KZEMIA4,"Soup - Knorr, Veg / Beef",est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,Marketing,ABM,Cat2,TypeA,3,32.34
a00P0000006KZENIA4,Squid - U - 10 Thailand,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,Sales,Sales Engineering,Cat2,TypeA,5,95.81
a00P0000006KZEOIA4,Steampan - Foil,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,Marketing,ABM,Cat3,TypeA,7,54.7
a00P0000006KZEPIA4,Oil - Peanut,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,Operations,Human Resources,Cat2,TypeB,4,1.76
a00P0000006KZEQIA4,Tomatoes,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,Development,Quality Assurance,Cat2,TypeA,4,61.19
a00P0000006KZERIA4,Cookie - Oatmeal,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,Support,Tier 2,Cat3,TypeB,4,40.44
a00P0000006KZESIA4,Vector Energy Bar,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,Sales,Pre Sales,Cat2,TypeA,6,71.7
a00P0000006KZETIA4,Beer - Blue,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,Marketing,ABM,Cat2,TypeB,10,94.86
a00P0000006KZEUIA4,Shiratamako - Rice Flour,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,Marketing,ABM,Cat1,TypeA,5,73.18
a00P0000006KZEVIA4,Buffalo - Short Rib Fresh,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,Development,Quality Assurance,Cat2,TypeB,9,53.35
a00P0000006KZEWIA4,Long Island Ice Tea,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,Support,Tier 1,Cat2,TypeC,6,35.22
a00P0000006KZEXIA4,Shrimp - Black Tiger 16/20,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,Development,Coding,Cat3,TypeC,6,22.3
a00P0000006KZEYIA4,Curry Paste - Madras,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,Sales,Pre Sales,Cat3,TypeA,2,74.69
a00P0000006KZEZIA4,Mayonnaise,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,Operations,Human Resources,Cat2,TypeB,4,50.95
a00P0000006KZEaIAO,Cornstarch,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,Sales,Sales Engineering,Cat1,TypeA,6,34.21
a00P0000006KZEbIAO,Appetizer - Smoked Salmon / Dill,nulla suspendisse potenti cras in purus eu magna vulputate luctus,Operations,Human Resources,Cat1,TypeB,9,60.67
a00P0000006KZEcIAO,"Veal - Brisket, Provimi, Bone - In",quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,Development,Quality Assurance,Cat2,TypeB,5,99.79
a00P0000006KZEdIAO,"Yeast - Fresh, Fleischman",quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,Development,Coding,Cat2,TypeA,4,55.5
a00P0000006KZEeIAO,"Sauce - Soya, Light",dui vel sem sed sagittis nam congue risus semper porta volutpat,Marketing,ABM,Cat1,TypeB,2,14.81
a00P0000006KZEfIAO,Sole - Iqf,ligula nec sem duis aliquam convallis nunc proin at turpis,Marketing,ABM,Cat1,TypeB,3,37.83
a00P0000006KZEgIAO,Mushroom - Portebello,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,Support,Tier 1,Cat3,TypeB,1,90.73
a00P0000006KZEhIAO,Soup - Campbells Asian Noodle,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Development,Coding,Cat2,TypeC,8,8.73
a00P0000006KZEiIAO,Oil - Sunflower,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,Sales,Sales Engineering,Cat1,TypeC,3,32.83
a00P0000006KZEjIAO,Nantucket Orange Juice,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,Operations,Performance Management,Cat1,TypeA,5,31.31
a00P0000006KZEkIAO,Salmon - Canned,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,Development,Coding,Cat3,TypeC,7,28.01
a00P0000006KZElIAO,"Cherries - Bing, Canned",leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,Sales,Sales Engineering,Cat2,TypeA,1,16.23
a00P0000006KZEmIAO,Petit Baguette,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,Sales,Pre Sales,Cat2,TypeA,7,63.98
a00P0000006KZEnIAO,"Zucchini - Mini, Green",sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,Marketing,ABM,Cat2,TypeC,9,13
a00P0000006KZEoIAO,Wine - Baron De Rothschild,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,Operations,Human Resources,Cat2,TypeB,4,94.44
a00P0000006KZEpIAO,"Bread - Pita, Mini",pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,Support,Tier 2,Cat3,TypeC,9,95.81
a00P0000006KZEqIAO,Pork - Inside,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Sales,Pre Sales,Cat2,TypeA,6,33.24
a00P0000006KZErIAO,Wine - Chianti Classica Docg,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,Sales,Pre Sales,Cat1,TypeB,5,38.85
a00P0000006KZEsIAO,Pie Filling - Apple,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Sales,Pre Sales,Cat1,TypeA,3,2.25
a00P0000006KZEtIAO,Cookie Double Choco,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,Support,Tier 3,Cat1,TypeC,3,76.41
a00P0000006KZEuIAO,Tarragon - Fresh,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,Marketing,ABM,Cat2,TypeC,8,16.31
a00P0000006KZEvIAO,"Pasta - Lasagne, Fresh",eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Support,Tier 3,Cat3,TypeC,1,72.3
a00P0000006KZEwIAO,Potatoes - Pei 10 Oz,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,Operations,Human Resources,Cat3,TypeA,1,38.83
a00P0000006KZExIAO,Vinegar - Cider,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,Operations,Human Resources,Cat1,TypeC,7,6.58
a00P0000006KZEyIAO,Beer - True North Lager,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,Sales,Pre Sales,Cat1,TypeC,10,48.69
a00P0000006KZEzIAO,"Shrimp - 16/20, Iqf, Shell On",mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,Sales,Pre Sales,Cat1,TypeB,2,3.85
a00P0000006KZF0IAO,Appetizer - Sausage Rolls,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,Operations,Human Resources,Cat2,TypeC,3,39.27
a00P0000006KZF1IAO,Mikes Hard Lemonade,erat volutpat in congue etiam justo etiam pretium iaculis justo in,Marketing,ABM,Cat1,TypeB,6,34.29
a00P0000006KZF2IAO,Beef - Kobe Striploin,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Development,Quality Assurance,Cat1,TypeB,5,68.75
a00P0000006KZF3IAO,Lentils - Green Le Puy,in hac habitasse platea dictumst etiam faucibus cursus urna ut,Development,Quality Assurance,Cat1,TypeA,7,62.48
